,Mut_num,#,Profiled Samples,Freq,Is Cancer Gene (source: OncoKB)
ZNF771,1,1,500,0.00,No
MS4A4A,1,1,500,0.00,No
CDC40,1,1,500,0.00,No
CHST15,1,1,500,0.00,No
POMP,1,1,500,0.00,No
SNX7,1,1,500,0.00,No
CSAD,1,1,500,0.00,No
ZNF589,1,1,500,0.00,No
RWDD1,1,1,500,0.00,No
COMMD10,1,1,500,0.00,No
TRAPPC4,1,1,500,0.00,No
NOL7,1,1,500,0.00,No
VGLL1,2,1,500,0.00,No
LCMT1,1,1,500,0.00,No
HACD3,1,1,500,0.00,No
CWC15,1,1,500,0.00,No
UFC1,1,1,500,0.00,No
JKAMP,2,1,500,0.00,No
PHF7,1,1,500,0.00,No
PPHLN1,1,1,500,0.00,No
SCLY,1,1,500,0.00,No
ZNF581,1,1,500,0.00,No
SIRT6,1,1,500,0.00,No
CINP,1,1,500,0.00,No
NT5DC3,1,1,500,0.00,No
MBIP,1,1,500,0.00,No
TDP2,1,1,500,0.00,No
LIPT1,1,1,500,0.00,No
DPH5,1,1,500,0.00,No
DYNC2LI1,1,1,500,0.00,No
SLC25A39,1,1,500,0.00,No
RBMX2,1,1,500,0.00,No
PPIL1,1,1,500,0.00,No
CIAO2B,1,1,500,0.00,No
PTRH2,1,1,500,0.00,No
HSPB11,1,1,500,0.00,No
TPPP3,1,1,500,0.00,No
OAZ3,1,1,500,0.00,No
TRAPPC2L,1,1,500,0.00,No
VPS29,1,1,500,0.00,No
MSRB1,1,1,500,0.00,No
ERAP1,1,1,500,0.00,No
SYT17,1,1,500,0.00,No
INPP5K,1,1,500,0.00,No
GNG13,1,1,500,0.00,No
TM7SF3,1,1,500,0.00,No
MYOZ2,1,1,500,0.00,No
COQ3,1,1,500,0.00,No
IL17D,1,1,500,0.00,No
CHIC1,1,1,500,0.00,No
NUP54,1,1,500,0.00,No
RIPPLY3,2,1,500,0.00,No
FXYD6,1,1,500,0.00,No
FXYD4,1,1,500,0.00,No
GPR84,1,1,500,0.00,No
RAB4B,1,1,500,0.00,No
RAB24,1,1,500,0.00,No
PELO,1,1,500,0.00,No
PCBP3,1,1,500,0.00,No
MIS18A,1,1,500,0.00,No
FAM3B,1,1,500,0.00,No
GSAP,1,1,500,0.00,No
MRPL39,1,1,500,0.00,No
CYCS,1,1,500,0.00,No
TREM1,1,1,500,0.00,No
GNG2,1,1,500,0.00,No
SOX18,1,1,500,0.00,No
YIPF1,1,1,500,0.00,No
GAR1,1,1,500,0.00,No
KCTD5,1,1,500,0.00,No
FBXW5,1,1,500,0.00,No
C11ORF71,2,1,500,0.00,No
TMX3,1,1,500,0.00,No
TMCO1,1,1,500,0.00,No
HMGCLL1,1,1,500,0.00,No
MTRF1L,1,1,500,0.00,No
CRCT1,1,1,500,0.00,No
NECAB2,1,1,500,0.00,No
GNL3L,1,1,500,0.00,No
WDR5B,1,1,500,0.00,No
UGT1A8,1,1,500,0.00,No
ARL15,1,1,500,0.00,No
TMEM106B,1,1,500,0.00,No
CRLS1,1,1,500,0.00,No
P4HTM,1,1,500,0.00,No
PDP1,1,1,500,0.00,No
43895,1,1,500,0.00,No
FEV,1,1,500,0.00,Yes
FBLIM1,1,1,500,0.00,No
NUTM2F,1,1,500,0.00,No
ROPN1,1,1,500,0.00,No
NSMCE4A,1,1,500,0.00,No
MED18,1,1,500,0.00,No
MBTD1,1,1,500,0.00,No
HAUS6,1,1,500,0.00,No
NDE1,1,1,500,0.00,No
APTX,1,1,500,0.00,No
ARHGEF38,1,1,500,0.00,No
FBXL12,1,1,500,0.00,No
ANKRD49,1,1,500,0.00,No
GDPD2,1,1,500,0.00,No
ALKBH5,1,1,500,0.00,No
RPP25,1,1,500,0.00,No
CMTM6,2,1,500,0.00,No
DUS2,1,1,500,0.00,No
CHTF8,1,1,500,0.00,No
LIME1,1,1,500,0.00,No
UBE2R2,1,1,500,0.00,No
CHCHD3,1,1,500,0.00,No
RHBDL2,1,1,500,0.00,No
SARS2,1,1,500,0.00,No
ABITRAM,1,1,500,0.00,No
DNAJC28,1,1,500,0.00,No
LPCAT2,1,1,500,0.00,No
MRPL16,1,1,500,0.00,No
TMEM160,1,1,500,0.00,No
HPF1,1,1,500,0.00,No
THG1L,1,1,500,0.00,No
SLC35F6,1,1,500,0.00,No
CLN6,1,1,500,0.00,No
PINX1,1,1,500,0.00,No
CZIB,1,1,500,0.00,No
C1ORF159,1,1,500,0.00,No
OXSM,1,1,500,0.00,No
AURKAIP1,1,1,500,0.00,No
FAM118A,1,1,500,0.00,No
C19ORF24,1,1,500,0.00,No
PPP2R3C,1,1,500,0.00,No
C17ORF80,1,1,500,0.00,No
PDPR,1,1,500,0.00,No
C9ORF40,1,1,500,0.00,No
TMEM45A,2,1,500,0.00,No
SLC38A4,1,1,500,0.00,No
EBLN2,1,1,500,0.00,No
MAGOHB,1,1,500,0.00,No
PLEKHJ1,1,1,500,0.00,No
THAP1,1,1,500,0.00,No
TMEM33,1,1,500,0.00,No
SHQ1,1,1,500,0.00,Yes
RMDN3,1,1,500,0.00,No
MRM3,1,1,500,0.00,No
SLC25A36,1,1,500,0.00,No
NUDT11,1,1,500,0.00,No
DCUN1D2,1,1,500,0.00,No
TMLHE,3,1,500,0.00,No
ETNK2,1,1,500,0.00,No
MOB1A,1,1,500,0.00,No
CCDC25,1,1,500,0.00,No
PACC1,1,1,500,0.00,No
PCMTD2,1,1,500,0.00,No
MAP11,1,1,500,0.00,No
IMP3,1,1,500,0.00,No
TMEM100,1,1,500,0.00,No
CWF19L1,1,1,500,0.00,No
RBM41,1,1,500,0.00,No
C4ORF19,1,1,500,0.00,No
BRF2,2,1,500,0.00,No
RFK,1,1,500,0.00,No
AP5S1,1,1,500,0.00,No
LARP6,1,1,500,0.00,No
AGPAT5,1,1,500,0.00,No
BLOC1S4,1,1,500,0.00,No
DRAM1,1,1,500,0.00,No
SYNJ2BP,1,1,500,0.00,No
FBXL8,1,1,500,0.00,No
VNN3,1,1,500,0.00,No
SLC22A15,1,1,500,0.00,No
TBC1D2,1,1,500,0.00,No
PI4K2A,1,1,500,0.00,No
LRRC59,1,1,500,0.00,No
SIRPG,1,1,500,0.00,No
GPALPP1,1,1,500,0.00,No
YOD1,1,1,500,0.00,No
AP1AR,1,1,500,0.00,No
STRADB,1,1,500,0.00,No
CAMK2N1,1,1,500,0.00,No
NDUFAF7,1,1,500,0.00,No
PARL,1,1,500,0.00,No
HES6,1,1,500,0.00,No
TNFRSF19,1,1,500,0.00,No
H2AFY2,1,1,500,0.00,No
SLC35E3,2,1,500,0.00,No
IL17RB,1,1,500,0.00,No
MED29,1,1,500,0.00,No
ANKRD10,1,1,500,0.00,No
OTUB1,1,1,500,0.00,No
TASP1,1,1,500,0.00,No
TBC1D22B,1,1,500,0.00,No
FLVCR2,1,1,500,0.00,No
RAB20,1,1,500,0.00,No
ZNF446,1,1,500,0.00,No
PEX26,1,1,500,0.00,No
IWS1,1,1,500,0.00,No
LIMS2,1,1,500,0.00,No
MREG,1,1,500,0.00,No
KDM4D,1,1,500,0.00,No
YJU2,1,1,500,0.00,No
NECAP2,1,1,500,0.00,No
KBTBD4,1,1,500,0.00,Yes
ASF1B,1,1,500,0.00,No
NAXD,1,1,500,0.00,No
CNDP2,1,1,500,0.00,No
INAVA,1,1,500,0.00,No
H2AFJ,1,1,500,0.00,No
ZNF83,1,1,500,0.00,No
SAYSD1,1,1,500,0.00,No
ERMARD,1,1,500,0.00,No
DDX28,1,1,500,0.00,No
PCID2,1,1,500,0.00,No
SCN3B,1,1,500,0.00,No
FOXJ2,1,1,500,0.00,No
EMC3,1,1,500,0.00,No
PPP2R2D,1,1,500,0.00,No
CISD1,1,1,500,0.00,No
ZC3H15,1,1,500,0.00,No
BEX1,1,1,500,0.00,No
TMEM126B,1,1,500,0.00,No
SLC22A11,1,1,500,0.00,No
LENEP,1,1,500,0.00,No
ANGPTL8,1,1,500,0.00,No
APOM,1,1,500,0.00,No
ZMAT5,1,1,500,0.00,No
KLHL9,1,1,500,0.00,No
GNG12,1,1,500,0.00,No
SMG9,1,1,500,0.00,No
ALG1,1,1,500,0.00,No
MTFR1L,2,1,500,0.00,No
ZNF253,1,1,500,0.00,No
CRTAM,1,1,500,0.00,No
C8ORF44,1,1,500,0.00,No
CABP5,1,1,500,0.00,No
DIABLO,1,1,500,0.00,No
ASAH2,1,1,500,0.00,No
NPDC1,1,1,500,0.00,No
AKIP1,1,1,500,0.00,No
ASCL3,1,1,500,0.00,No
SAR1A,2,1,500,0.00,No
RETN,1,1,500,0.00,No
IFNK,1,1,500,0.00,No
TCEAL7,1,1,500,0.00,No
EMC7,1,1,500,0.00,No
RAD18,1,1,500,0.00,No
KCMF1,1,1,500,0.00,No
TCIM,1,1,500,0.00,No
BDH2,1,1,500,0.00,No
TMEM167B,1,1,500,0.00,No
SH3GLB2,1,1,500,0.00,No
STARD7,1,1,500,0.00,No
IFT46,1,1,500,0.00,No
C2ORF83,1,1,500,0.00,No
SPPL2B,1,1,500,0.00,No
SMCO4,1,1,500,0.00,No
OLFML3,1,1,500,0.00,No
SMYD2,1,1,500,0.00,No
PRTFDC1,1,1,500,0.00,No
NIT2,1,1,500,0.00,No
CEACAM19,1,1,500,0.00,No
PSMG2,1,1,500,0.00,No
ADPRM,1,1,500,0.00,No
DTWD1,1,1,500,0.00,No
CDC42SE2,1,1,500,0.00,No
SDHAF3,1,1,500,0.00,No
YAE1,1,1,500,0.00,No
RSRP1,1,1,500,0.00,No
UTP3,1,1,500,0.00,No
CHRNA10,1,1,500,0.00,No
AGTRAP,1,1,500,0.00,No
INTS12,1,1,500,0.00,No
LPAR5,1,1,500,0.00,No
CD177,1,1,500,0.00,No
APMAP,1,1,500,0.00,No
TMEM159,1,1,500,0.00,No
PELI1,1,1,500,0.00,No
ACTR3B,1,1,500,0.00,No
FAM219B,1,1,500,0.00,No
SPRYD7,2,1,500,0.00,No
SMAGP,1,1,500,0.00,No
ZNF630,1,1,500,0.00,No
RCN3,1,1,500,0.00,No
CYP20A1,2,1,500,0.00,No
SPC25,1,1,500,0.00,No
RHBDD2,1,1,500,0.00,No
C3ORF14,1,1,500,0.00,No
NDRG2,1,1,500,0.00,No
CNOT6,1,1,500,0.00,No
TRMT5,1,1,500,0.00,No
TMEM181,1,1,500,0.00,No
WDFY1,1,1,500,0.00,No
ZNF492,1,1,500,0.00,No
GBA2,1,1,500,0.00,No
MIER1,1,1,500,0.00,No
SEMA4G,1,1,500,0.00,No
ANKRA2,1,1,500,0.00,No
POLD4,1,1,500,0.00,No
HMHB1,1,1,500,0.00,No
PTBP2,1,1,500,0.00,No
TP53INP2,1,1,500,0.00,No
RHOU,1,1,500,0.00,No
PCTP,1,1,500,0.00,No
ABHD17C,1,1,500,0.00,No
INIP,1,1,500,0.00,No
LY6G5B,1,1,500,0.00,No
PRUNE1,1,1,500,0.00,No
OSTC,1,1,500,0.00,No
DNASE2B,1,1,500,0.00,No
SELENOK,1,1,500,0.00,No
SINHCAF,1,1,500,0.00,No
MID1IP1,1,1,500,0.00,No
RRAGD,1,1,500,0.00,No
MYOZ1,1,1,500,0.00,No
EVA1C,2,1,500,0.00,No
SIGIRR,1,1,500,0.00,No
PLEKHA1,1,1,500,0.00,No
SLC25A19,1,1,500,0.00,No
CCDC90B,1,1,500,0.00,No
GUF1,1,1,500,0.00,No
PROK2,1,1,500,0.00,No
CELA2A,1,1,500,0.00,No
NSUN3,1,1,500,0.00,No
DUSP21,1,1,500,0.00,No
NAPB,1,1,500,0.00,No
ZBED8,1,1,500,0.00,No
MRPS14,1,1,500,0.00,No
MCUR1,1,1,500,0.00,No
DMRTC1,1,1,500,0.00,No
DMRTA1,1,1,500,0.00,No
FIGNL1,1,1,500,0.00,No
C19ORF33,1,1,500,0.00,No
RBKS,1,1,500,0.00,No
SMOC2,1,1,500,0.00,No
DUS1L,1,1,500,0.00,No
PDF,1,1,500,0.00,No
POPDC3,1,1,500,0.00,No
MS4A5,1,1,500,0.00,No
RAB17,1,1,500,0.00,No
ZSCAN31,1,1,500,0.00,No
NOC3L,1,1,500,0.00,No
ZMAT3,1,1,500,0.00,No
MTMR14,1,1,500,0.00,No
POLR1E,1,1,500,0.00,No
PLA2G2F,1,1,500,0.00,No
COPS7B,1,1,500,0.00,No
SMAP2,1,1,500,0.00,No
METTL17,1,1,500,0.00,No
MFSD1,1,1,500,0.00,No
SMURF2,1,1,500,0.00,No
43891,1,1,500,0.00,No
S100PBP,1,1,500,0.00,No
MEAF6,1,1,500,0.00,No
MTHFSD,1,1,500,0.00,No
AEN,1,1,500,0.00,No
GINS3,1,1,500,0.00,No
IFT22,1,1,500,0.00,No
IQCH,1,1,500,0.00,No
IL25,1,1,500,0.00,No
ELOVL1,1,1,500,0.00,No
AIDA,1,1,500,0.00,No
C12ORF43,1,1,500,0.00,No
CASD1,1,1,500,0.00,No
LRRC19,1,1,500,0.00,No
MRPL14,1,1,500,0.00,No
CENPH,1,1,500,0.00,No
MRPS26,1,1,500,0.00,No
MRPS24,1,1,500,0.00,No
MRPS11,1,1,500,0.00,No
MRPS6,1,1,500,0.00,No
MRPL41,1,1,500,0.00,No
MRPL36,1,1,500,0.00,No
MRPL34,1,1,500,0.00,No
MRPL11,1,1,500,0.00,No
NDRG4,1,1,500,0.00,No
SLC26A6,1,1,500,0.00,No
PINK1,1,1,500,0.00,No
UPF3B,1,1,500,0.00,No
PRAMEF2,1,1,500,0.00,No
NADK,1,1,500,0.00,Yes
ZFP69B,1,1,500,0.00,No
COA7,1,1,500,0.00,No
C8ORF33,1,1,500,0.00,No
ZNF747,1,1,500,0.00,No
FAM173A,1,1,500,0.00,No
FUNDC2,1,1,500,0.00,No
LRRC61,1,1,500,0.00,No
LYNX1,1,1,500,0.00,No
CRELD1,1,1,500,0.00,No
TRIR,1,1,500,0.00,No
TMEM106C,1,1,500,0.00,No
FNDC11,2,1,500,0.00,No
ERI3,1,1,500,0.00,No
PVRIG,1,1,500,0.00,No
TMEM38A,1,1,500,0.00,No
NOC4L,2,1,500,0.00,No
ALG8,2,1,500,0.00,No
ASPSCR1,1,1,500,0.00,Yes
ELOVL6,1,1,500,0.00,No
C2ORF49,1,1,500,0.00,No
DSCC1,1,1,500,0.00,No
METTL22,1,1,500,0.00,No
C9ORF16,1,1,500,0.00,No
PPDPF,1,1,500,0.00,No
CHCHD7,1,1,500,0.00,Yes
GDPD3,1,1,500,0.00,No
PLEKHF1,1,1,500,0.00,No
NOL12,1,1,500,0.00,No
TMEM243,1,1,500,0.00,No
C1ORF35,1,1,500,0.00,No
PRR15L,1,1,500,0.00,No
CENPO,1,1,500,0.00,No
ZNF343,1,1,500,0.00,No
TMEM43,1,1,500,0.00,No
ZNF557,1,1,500,0.00,No
DCAF10,1,1,500,0.00,No
OR13A1,1,1,500,0.00,No
B3GNT4,1,1,500,0.00,No
KREMEN2,1,1,500,0.00,No
LRRC2,1,1,500,0.00,No
ARMH3,1,1,500,0.00,No
FAM118B,1,1,500,0.00,No
ARMT1,1,1,500,0.00,No
TNFAIP8L2,1,1,500,0.00,No
OCEL1,1,1,500,0.00,No
C22ORF46,1,1,500,0.00,No
CHMP6,1,1,500,0.00,No
EFCAB1,1,1,500,0.00,No
AKIRIN1,1,1,500,0.00,No
USB1,1,1,500,0.00,No
TMEM204,1,1,500,0.00,No
PLEKHF2,1,1,500,0.00,No
SAP30L,1,1,500,0.00,No
QTRT2,1,1,500,0.00,No
YRDC,1,1,500,0.00,No
IGFLR1,1,1,500,0.00,No
NARS2,1,1,500,0.00,No
ECHDC3,1,1,500,0.00,No
ZFAND1,1,1,500,0.00,No
ASB13,1,1,500,0.00,No
DHRS12,1,1,500,0.00,No
GEMIN7,1,1,500,0.00,No
TXNDC15,1,1,500,0.00,No
KLHL36,3,1,500,0.00,No
VASH2,1,1,500,0.00,No
GSTCD,1,1,500,0.00,No
MOB3B,1,1,500,0.00,Yes
GEMIN6,1,1,500,0.00,No
ZDHHC11,1,1,500,0.00,No
RNF122,1,1,500,0.00,No
MFSD13A,1,1,500,0.00,No
TM4SF20,1,1,500,0.00,No
TUBAL3,1,1,500,0.00,No
BORA,1,1,500,0.00,No
DCAKD,1,1,500,0.00,No
CCDC134,3,1,500,0.00,No
MCMBP,1,1,500,0.00,No
RPP21,1,1,500,0.00,No
NAA60,1,1,500,0.00,No
TCEAL4,1,1,500,0.00,No
L2HGDH,1,1,500,0.00,No
DHDDS,1,1,500,0.00,No
SCD5,1,1,500,0.00,No
DSN1,1,1,500,0.00,No
DNAJB14,2,1,500,0.00,No
ESRP2,1,1,500,0.00,No
MINDY3,1,1,500,0.00,No
PIF1,1,1,500,0.00,No
BBOF1,1,1,500,0.00,No
RPF1,1,1,500,0.00,No
SIKE1,1,1,500,0.00,No
CENPT,1,1,500,0.00,No
DBF4B,1,1,500,0.00,No
SPSB1,1,1,500,0.00,No
TMEM134,1,1,500,0.00,No
RNF34,1,1,500,0.00,No
NAA50,1,1,500,0.00,No
ACSF2,1,1,500,0.00,No
NUBPL,1,1,500,0.00,No
GRPEL1,1,1,500,0.00,No
MTERF2,1,1,500,0.00,No
EFHD1,1,1,500,0.00,No
ZKSCAN3,1,1,500,0.00,No
CEP70,1,1,500,0.00,No
ULBP2,1,1,500,0.00,No
UBXN6,1,1,500,0.00,No
CYB5B,1,1,500,0.00,No
KDM7A,1,1,500,0.00,No
SETD7,3,1,500,0.00,Yes
LNPK,1,1,500,0.00,No
PRRT1,1,1,500,0.00,No
ILKAP,1,1,500,0.00,No
NPL,1,1,500,0.00,No
GJA9,1,1,500,0.00,No
OR4K15,1,1,500,0.00,No
POLR2M,1,1,500,0.00,No
SYNC,1,1,500,0.00,No
HM13,1,1,500,0.00,No
TMX1,1,1,500,0.00,No
VOPP1,1,1,500,0.00,No
CSRNP2,1,1,500,0.00,No
ANKRD13C,1,1,500,0.00,No
GFOD2,1,1,500,0.00,No
PLA2G12A,1,1,500,0.00,No
CDADC1,1,1,500,0.00,No
LBH,1,1,500,0.00,No
TMEM163,2,1,500,0.00,No
ITM2C,1,1,500,0.00,No
TSPAN14,1,1,500,0.00,No
UNC93B1,1,1,500,0.00,No
MAP1LC3B,1,1,500,0.00,No
OR2B2,1,1,500,0.00,No
TRIM7,1,1,500,0.00,No
TIGD6,1,1,500,0.00,No
RNF170,1,1,500,0.00,No
KRTAP1-1,1,1,500,0.00,No
ARPC5L,1,1,500,0.00,No
ZNF93,1,1,500,0.00,No
HDHD3,1,1,500,0.00,No
GSG1,1,1,500,0.00,No
RAB33B,1,1,500,0.00,No
EMC6,1,1,500,0.00,No
CDCA3,1,1,500,0.00,No
DNAL1,1,1,500,0.00,No
UCK1,1,1,500,0.00,No
RTP3,1,1,500,0.00,No
C19ORF12,1,1,500,0.00,No
TEX101,1,1,500,0.00,No
FAM107B,2,1,500,0.00,No
DYNLRB1,1,1,500,0.00,No
PARP9,1,1,500,0.00,No
CD99L2,1,1,500,0.00,No
HSDL1,1,1,500,0.00,No
SH3BGRL2,1,1,500,0.00,No
TRPT1,1,1,500,0.00,No
NRIP2,1,1,500,0.00,No
MARVELD1,1,1,500,0.00,No
RSPH3,1,1,500,0.00,No
KCTD10,1,1,500,0.00,No
KRTAP3-2,1,1,500,0.00,No
KRTAP9-3,1,1,500,0.00,No
KRTAP17-1,1,1,500,0.00,No
STARD3NL,1,1,500,0.00,No
EIF2A,1,1,500,0.00,No
SPNS1,1,1,500,0.00,No
REG4,1,1,500,0.00,No
MND1,1,1,500,0.00,No
TEX35,1,1,500,0.00,No
ARMC2,1,1,500,0.00,No
ANKRD27,1,1,500,0.00,No
RAB6C,1,1,500,0.00,No
ARL6,1,1,500,0.00,No
UTP15,2,1,500,0.00,No
PPP1R1B,1,1,500,0.00,No
RNASEH2C,1,1,500,0.00,No
CIAO2A,1,1,500,0.00,No
POMK,1,1,500,0.00,No
ZMYND12,1,1,500,0.00,No
IQCG,1,1,500,0.00,No
LRRC8C,1,1,500,0.00,No
TMEM126A,2,1,500,0.00,No
ZCCHC9,1,1,500,0.00,No
FYTTD1,2,1,500,0.00,No
CAMKK1,1,1,500,0.00,No
YIPF4,1,1,500,0.00,No
SLC25A33,1,1,500,0.00,No
C2ORF88,1,1,500,0.00,No
NTPCR,1,1,500,0.00,No
TMEM175,1,1,500,0.00,No
EFCAB2,1,1,500,0.00,No
PRXL2A,1,1,500,0.00,No
DDI2,1,1,500,0.00,No
TMEM246,1,1,500,0.00,No
NUDT22,1,1,500,0.00,No
PYM1,1,1,500,0.00,No
NUDT16L1,1,1,500,0.00,No
MRPL45,1,1,500,0.00,No
BRMS1L,1,1,500,0.00,No
VPS25,1,1,500,0.00,No
NAA38,1,1,500,0.00,No
CMSS1,1,1,500,0.00,No
SARNP,1,1,500,0.00,No
HVCN1,1,1,500,0.00,No
ZNF414,1,1,500,0.00,No
COA8,1,1,500,0.00,No
ELOF1,1,1,500,0.00,No
COG8,1,1,500,0.00,No
NIFK,1,1,500,0.00,No
HOOK3,1,1,500,0.00,Yes
ECRG4,1,1,500,0.00,No
CYSTM1,1,1,500,0.00,No
C15ORF48,1,1,500,0.00,No
ZNF512,1,1,500,0.00,No
PLPP5,1,1,500,0.00,No
CNFN,1,1,500,0.00,No
HOPX,1,1,500,0.00,No
MAK16,1,1,500,0.00,No
KRTAP4-4,1,1,500,0.00,No
PLA2G12B,1,1,500,0.00,No
RETNLB,1,1,500,0.00,No
FAM71F1,1,1,500,0.00,No
ABHD1,1,1,500,0.00,No
COX4I2,1,1,500,0.00,No
PLEKHA8,1,1,500,0.00,No
SPSB2,1,1,500,0.00,No
UNC119B,1,1,500,0.00,No
PCGF1,1,1,500,0.00,No
TRIM51,1,1,500,0.00,No
GPAT3,1,1,500,0.00,No
RTN4IP1,1,1,500,0.00,No
ABHD14B,1,1,500,0.00,No
RAX2,1,1,500,0.00,No
TRIM52,1,1,500,0.00,No
TMEM25,1,1,500,0.00,No
MFSD2A,1,1,500,0.00,No
RPUSD4,1,1,500,0.00,No
ATAD1,1,1,500,0.00,No
RNFT2,1,1,500,0.00,No
FAM136A,1,1,500,0.00,No
TMEM87B,1,1,500,0.00,No
FAM104A,1,1,500,0.00,No
SPRYD3,1,1,500,0.00,No
RAB2B,1,1,500,0.00,No
ZFYVE19,1,1,500,0.00,No
WDR73,1,1,500,0.00,No
ALKBH6,1,1,500,0.00,No
ARHGAP19,1,1,500,0.00,No
RBM17,1,1,500,0.00,No
FAM86B1,1,1,500,0.00,No
RERG,1,1,500,0.00,No
KRTAP9-4,1,1,500,0.00,No
KRTAP4-1,1,1,500,0.00,No
KRTAP4-5,1,1,500,0.00,No
PPIL4,1,1,500,0.00,No
LGALS12,1,1,500,0.00,No
TRIM5,1,1,500,0.00,No
FAM207A,1,1,500,0.00,No
NKD1,1,1,500,0.00,No
DNAJC5B,1,1,500,0.00,No
MBD3L1,2,1,500,0.00,No
GTPBP10,1,1,500,0.00,No
ARHGAP11B,1,1,500,0.00,No
TPD52L3,1,1,500,0.00,No
MIDN,1,1,500,0.00,No
TSPAN18,1,1,500,0.00,No
EFCAB11,1,1,500,0.00,No
WFDC8,1,1,500,0.00,No
KIAA2013,1,1,500,0.00,No
OTULIN,1,1,500,0.00,No
ZNF616,1,1,500,0.00,No
FER1L5,1,1,500,0.00,No
TMEM41A,1,1,500,0.00,No
CCDC32,1,1,500,0.00,No
GADD45GIP1,1,1,500,0.00,No
YIF1B,1,1,500,0.00,No
CCDC74A,1,1,500,0.00,No
ZNF799,1,1,500,0.00,No
ZNF625,1,1,500,0.00,No
ZFAND2A,1,1,500,0.00,No
TBL1Y,1,1,500,0.00,No
LRSAM1,1,1,500,0.00,No
FAM104B,1,1,500,0.00,No
PRMT9,1,1,500,0.00,No
DHX57,1,1,500,0.00,No
GGTLC2,1,1,500,0.00,No
C12ORF29,1,1,500,0.00,No
R3HDM4,1,1,500,0.00,No
DERL3,1,1,500,0.00,No
ANKRD40,1,1,500,0.00,No
BTF3L4,1,1,500,0.00,No
ATP23,1,1,500,0.00,No
RSAD2,1,1,500,0.00,No
DEPDC7,1,1,500,0.00,No
ZNF845,1,1,500,0.00,No
ACY3,1,1,500,0.00,No
RFT1,1,1,500,0.00,No
TTC5,1,1,500,0.00,No
C11ORF52,1,1,500,0.00,No
TPGS1,1,1,500,0.00,No
TMEM88,1,1,500,0.00,No
MRPS36,1,1,500,0.00,No
PRR29,1,1,500,0.00,No
CRB3,1,1,500,0.00,No
RBM18,1,1,500,0.00,No
CHMP4C,1,1,500,0.00,No
G6PC3,1,1,500,0.00,No
TIFA,1,1,500,0.00,No
DTD1,1,1,500,0.00,No
FAM114A1,1,1,500,0.00,No
SLC38A5,1,1,500,0.00,No
HIST3H2A,1,1,500,0.00,No
REEP6,1,1,500,0.00,No
IMP4,1,1,500,0.00,No
HNRNPLL,1,1,500,0.00,No
ZBTB47,1,1,500,0.00,No
COQ10A,1,1,500,0.00,No
ORAI3,1,1,500,0.00,No
LEMD1,1,1,500,0.00,No
FBXO44,1,1,500,0.00,No
MRFAP1,1,1,500,0.00,No
TADA2B,1,1,500,0.00,No
ACTR8,1,1,500,0.00,No
CLEC6A,1,1,500,0.00,No
CPA5,1,1,500,0.00,No
PIGS,2,1,500,0.00,No
CAMK2N2,1,1,500,0.00,No
ZNF101,1,1,500,0.00,No
ORMDL1,1,1,500,0.00,No
ARHGAP12,1,1,500,0.00,No
EGLN3,1,1,500,0.00,No
DTD2,1,1,500,0.00,No
MRAP2,1,1,500,0.00,No
RWDD2A,1,1,500,0.00,No
CMTM7,1,1,500,0.00,No
IL17F,1,1,500,0.00,No
IFT43,1,1,500,0.00,No
VPS26B,1,1,500,0.00,No
PTH2,1,1,500,0.00,No
MTFR2,1,1,500,0.00,No
LARP4,1,1,500,0.00,No
TMEM106A,1,1,500,0.00,No
SLC52A3,1,1,500,0.00,No
CMTM1,1,1,500,0.00,No
MFSD3,1,1,500,0.00,No
DTX2,1,1,500,0.00,No
EFHC1,1,1,500,0.00,No
SMYD4,1,1,500,0.00,No
OSBPL11,1,1,500,0.00,No
TMEM123,2,1,500,0.00,No
MRFAP1L1,1,1,500,0.00,No
FLYWCH2,1,1,500,0.00,No
CCDC124,1,1,500,0.00,No
DDIT4L,1,1,500,0.00,No
SLC25A26,1,1,500,0.00,No
FBXO17,1,1,500,0.00,No
LRRC42,1,1,500,0.00,No
ZNF689,1,1,500,0.00,No
ZNF501,1,1,500,0.00,No
KIR3DL3,1,1,500,0.00,No
FANCD2OS,1,1,500,0.00,No
DHRS1,1,1,500,0.00,No
CTHRC1,1,1,500,0.00,No
CCDC151,1,1,500,0.00,No
RNF166,1,1,500,0.00,No
KLHDC3,1,1,500,0.00,No
WDR92,1,1,500,0.00,No
NUS1,1,1,500,0.00,No
FAM210B,2,1,500,0.00,No
CYYR1,1,1,500,0.00,No
TM4SF19,1,1,500,0.00,No
ZMYND19,1,1,500,0.00,No
RAB39B,1,1,500,0.00,No
OLIG1,1,1,500,0.00,No
MRPL53,1,1,500,0.00,No
SLC18B1,1,1,500,0.00,No
TADA1,1,1,500,0.00,No
THEM4,1,1,500,0.00,No
SCGB3A2,1,1,500,0.00,No
SH2D1B,1,1,500,0.00,No
DCD,1,1,500,0.00,No
CIB3,1,1,500,0.00,No
TMC1,1,1,500,0.00,No
RLN3,1,1,500,0.00,No
RFFL,1,1,500,0.00,No
EXOSC6,1,1,500,0.00,Yes
FAM24A,1,1,500,0.00,No
FRA10AC1,1,1,500,0.00,No
SFR1,1,1,500,0.00,No
CALHM3,1,1,500,0.00,No
OR4X2,1,1,500,0.00,No
CYP2R1,1,1,500,0.00,No
COLCA2,1,1,500,0.00,No
PIH1D2,1,1,500,0.00,No
